Review,AMBIENCE#GENERAL,DRINKS#PRICES,DRINKS#QUALITY,DRINKS#STYLE&OPTIONS,FOOD#PRICES,FOOD#QUALITY,FOOD#STYLE&OPTIONS,LOCATION#GENERAL,RESTAURANT#GENERAL,RESTAURANT#MISCELLANEOUS,RESTAURANT#PRICES,SERVICE#GENERAL
"Ăn ở đây vừa ngon, vừa rẻ lại vừa sạch. Tiết canh làm đến đâu hết đến đấy, khách có thể đc thấy công đoạn chủ làm mà k pha tạp chất gì vào !Ở đây chỉ bán sáng 😞😞",0,0,0,0,1,1,0,0,1,1,0,0
"Ăn ở khá nhiều quán ăn Hàn Quốc rồi nhưng Hanuri vẫn là lựa chọn phù hợp nhất. Giá vừa phải, đồ ăn lại rất ngon. Dạo này gà ở đây không còn ngon như trước nhưng các món mỳ lại tăng thêm một bậc. Buổi trưa với buổi tối quán quá đông , trong khi quán lại hơi nhỏ. Muốn ăn phải đi né giờ cao điểm nhé mọi người",2,0,0,0,0,1,0,0,1,0,1,0
"Ăn ở nhiều chỗ mỳ cay rồi nhưng thấy Gochu là đc nhất. Nước rất đậm đà nhiều đồ ăn, phục vụ tận tình, nhưng có điều phải chờ rất lâu tầm 20' mới đem ra. Còn lại thì oke hết.",0,0,0,0,0,1,1,0,1,0,0,3
"Ăn ở quán này, phục vụ rất chuyên nghiệp, hơn nữa lại chu đáo nữa. Rất thích hợp khi các bạn đi với nhóm đó nhé",0,0,0,0,0,0,0,0,1,0,0,1
"Ăn ốc sạch sẽ thơm tho nà :3. Quán sạch sẽ lắm, trên sân thượng bao mát nữa. Mình có dắt mấy bạn người nước ngoài lên đây ai cũng thích, họ cũng bảo ăn thấy yên tâm hơn về vấn đề vệ sinh ☺️☺️. Giá thì hơi cao, tầm 6-70k mà 1 phần hơi ít, khó mà no lắm. May là quán có mấy món mì xào với lẩu 😋😋.",1,0,0,0,2,0,2,0,1,1,0,0
"ăn ok, sợi miến dai, nhân có thịt viên, gà, lạc, rau, giòđồ ăn rẻnhân viên vui tínhquán cũng sạch sẽquán tuỳ từng hôm, hôm bán cơm, hôm bán phở",1,0,0,0,1,1,0,0,0,0,0,1
"ăn oknhiều bún, nhiều nhân-> ăn nođậu ngoài rán giòn, trong mềm không bị nướcthịt chân giò hơi nạc",0,0,0,0,0,1,1,0,0,0,0,0
"Ăn ổn,1p hơi ít vì nằm ngay trung tâm quận 1 mà..đv q1 thì 15k/p thì rẻ rồi nhưng nam ăn mạnh thì 2 dĩa nha :)) ăn v thì k ngấy đâu,xôi mềm nóng,gà xé ngon,k chỉ bán xôi mà menu tùm lum tá lả đủ món luôn 😂",0,0,0,0,1,1,2,1,0,0,0,0
Ăn phở ở đây thì ngon miễn chê luôn :))) Trung bình cứ 40-50k 1 bát cơ mà đág đồng xiền ạ . Gà ở đây là gà ta ngon luôn ạ . Quán đông cực kì luôn,0,0,0,0,3,1,3,0,1,0,0,0
"Ăn quán này từ hồi cấp 3 đến zờ, giá vẫn không đổi, với 5k/xiên đủ loại. Thích nhất là nai, bò, chạo tôm, bò lá lốp, và ốc nhôi.Ở đey có nước chấm ngon lắm chua chua thơm.thơm, giá bình dân cho những ai muốn có không khí vỉa hè bên lò nướng thân tụ tập hội chuỵ e bạn duỳ hay anh e bạn chú....:)))#Lozi #LoziApp #Lozihcm #LoziVn #thatthemthuong",1,0,0,0,1,1,1,0,0,0,0,0
"Ăn rất là ngon, giá cả rất ư là chất miếng bò vậy mà phần có 35k, quán nhập bò có kiểm dịch đàng hoàng trưng bày giấy kiểm dịch cho khách nếu có yêu cầu lun nhé",0,0,0,0,1,1,0,0,0,1,0,0
"Ăn sáng đầy đủ chất dinh dưỡng là phải gọi ngay 1 phần thập cẩm thế này nha.Thích ăn ở đây vì giá rẻ, mà chất lượng. Quán cũng sạch sẽ, thường món này dầu mỡ ghê lắm.Salad ăn kèm cũng ok, bánh mì nóng giòn.",1,0,0,0,1,1,1,0,0,0,0,0
Ăn sáng nhẹ nhàngNgon 👍,0,0,0,0,0,1,1,0,0,0,0,0
"Ăn sáng với món bánh mì chảo trên Lý Tự Trọng rất lạ, món ổn.",0,0,0,0,0,1,1,0,0,0,0,0
Ăn súp ở đây từ bé đến lớn.Ngon và chất lượng hơn những chỗ khác.Ở đây có bánh flan cũng ngon lắm nha😋😋,0,0,0,0,0,1,1,0,0,0,0,0
"Ăn tạm được chứ ko có gì xuất sắc lắm. Vỏ bánh thì hơi dày, nhân vừa phải, ko nhiều lắm. Chả ngon mà nem thì bình thường, 2 đứa hết 50k, nói chung là ok nếu ko đòi hỏi gì nhiều.",0,0,0,0,3,3,3,0,0,0,0,0
Ăn tạm ổn so với 4 món mình đã thử tại đây,0,0,0,0,0,3,0,0,0,0,0,0
"Ăn tàm tạm k ok lắm, đc cái có a phục vụ đzai=))))))",0,0,0,0,0,3,0,0,0,0,0,1
Ăn thơm và giòn rụm,0,0,0,0,0,1,0,0,0,0,0,0
Ăn thử củng khá lâu rồi giờ mới chia sẽ. Quán khá đông nhưng nhân viên phục vụ nhiệt tình thiệt. thức ăn đa dạng nhưng chưa đc tẩm ướp kỹ cho lắm. có món ướp có món k ươp gì cả nhạt nhẽo. nhưng đáng thử. thích hợp cho sinh viên. các cặp hẹn hò 😈,0,0,0,0,0,3,1,0,1,0,0,1
"Ăn tô bún thôi là chỉ có nước no căng bụng đi về thôi, thịt và chả giò ăn ngon lắm nhé. Ở đây còn phục vụ bò lá lốt nữa cũng vừa miệng lắm.Quán không được rộng lắm, khá thoáng. Phục vụ ở đây khá dễ chịu.Một phần giá 25k, trung bình 2 bạn đi ăn tốn khoảng 50k hơn nghen.Credit: @Mẫn Mẫn",3,0,0,0,3,1,1,0,0,0,0,1
"Ăn từ bé đến giờ 😂 thèm là phải đội mưa đi mua. Hộp 26k max chất lượng, đồ ăn siêu nhiều",0,0,0,0,1,1,1,0,1,0,0,0
"Ấn tượng 1 tô khá to nhé. RAu hành khá nhiều nổi lềnh bềnh kín cả tô. Ăn vô mới biết là bạc hà, rau dút. NƯớc đậm đà ngon hơn khi ăn vs mắm ruốc, chút ớt và mấy miếng chả lục khá thơm. Rau trụng hơi quá tay, bị mềm quá. Ăn bao no. Giá lại bình dân.",0,0,0,0,1,3,1,0,0,0,0,0
"Ấn tượng đầu là có quá trời loại nước sốt, nước chấm tới mấy chục loại. Vì nằm trên sân thượng Hùng Vương Square nên không gian rất rộng rãi và thoáng mát. Lẩu và nướng kết hợp 2 trong 1 rất độc đáo và thú vị. Đồ nướng ướp rất đậm đà.Lẩu ban đâu nêm hơi lạt nhưng sau khi thêm vào các loại sốt và nước thịt nướng phía trên chảy xuống ăn khá ngon.Nhân viên phục vụ nhanh nhẹn nhiệt tình, có thể gọi thêm đồ ăn 30k/dĩa nhỏ va 60k/dĩa lớn.",1,0,0,0,3,1,1,1,0,0,0,1
"Ấn tượng đầu là quán sạch sẽ 👍🏻 nhân viên nhiệt tình. Vị gà cay nhẹ, thơm ngon, ăn 1 người 1 phần khá no, để ý thì thấy có vào miếng bột ăn cũng vui miệng :v mua kèm với ly trà đào hay vải thì 65k ( trà vải nhạt lắm, không đậm vị :(( ) thực đơn cũng phong phú đó, nên thử 🌸",1,0,2,0,0,1,1,0,1,0,3,1
"Ấn tượng đầu tiên là không gian quán sạch sẽ, thoáng, rộng rãi. Trang trí quán màu xanh chuối khá bắt mắt. Xôi trộn thập cẩm ăn cũng được, xôi ăn nóng rất dẻo nhưng mình k thích nấm trộn chung, ăn k ngon tẹo nào",1,0,0,0,0,3,2,0,0,0,0,0
"Ăn vặt trong quán sạch sẽ, thoáng mát thì có thể ghé nơi đây.Quán nằm trong con đường to tên Đoàn Thị Điểm, cũng khá lớn nhưng lại không nhiều xe nên cũng hạn chế bụi bặm bám lên đồ ăn.Mọi lần Bun hay gọi trà sữa đào hoặc trà chanh. Hôm nay bun gọi milo dầm, đổi vị. Cũng khá ngon vì bản chất milo ngon sẵn rồi mà, nay dầm với sữa và thạch trái cây. Cũng lạ lạ.Bun gọi thêm bánh tráng cuộn. 18k cũng ngon lắm hộp to cỡ đó đó. Mà cuộn to lắm các bạn ui. Nhồi nhét trong đó là hành phi, trứng,...hông biết sao mà cục nó to đùng luôn. :D. Bên trên có thêm xoài khô và tuong ớt, xốt mayonaise. Ăn cũng ngon.À trà đào miếng cũng khá. Ngoài ra bun cũng từng thử gà lắc cũng ngon lắm. Mà ngon nhứt chắc khoai tây lắc nè. Có gỏi xoai khô bò cũng ngon, nhớ chan nước trộn ít thôi chứ nhiều  ngán vì ngọt á.Thoii các bạn cứ ghé thử òi biết. Giá rẻ lắm, so với lề đường cao hơn vài ba ngàn mà chất lượng thì ngon- sạch - thoải mái.Gàn đây có quán hủ tiếu bò viên ngon nữa :))",1,0,1,1,1,1,1,1,1,0,1,0
Ăn vừa miệng giá dễ chịu bà bán hàng dễ thưn :)),0,0,0,0,1,1,0,0,0,0,0,1
"Ầy ầy bạn nào mà chưa ghé qua khu ăn uống mới nổi này thì nên tạt ngay vào nhé ^^ đồ ăn ngon, đa dạng, không gian tốt với ghế ngồi ngày mặt đường rất thoáng ý. Nói chung là rất kul :D rủ bạn bè hay đại loại là gấu vào làm vài món thích thì có thể uống vài chai hihi. Các món nên thử ở đây là Xôi thịt nướng Bà Ngoại và sườn nướng ở quầy gần cuối nhen 👍🏼",1,0,0,1,0,1,1,0,1,0,0,0
"Ấy, bên dưới còn đồ ăn cũng nhiều lắm, nhưng cái mớ rau súng với bạc hà xem ra sếch xi hơn cả 😍 quán này bán tếu lâm: ngoại trừ rau lấy thoải mái, còn lại đều tính phí, ngay cả nước lẩu cũng có giá 20k/nửa lít 😂 nhưng quý bạn và các vị yên tâm, độn rau ăn cho hết nồi nước lẩu cơ bản thì cũng đủ để lăn về rồi 😳",0,0,0,0,0,0,1,0,0,0,2,0
"Bạch tuộc hơi ít, không giống như hình quán chụp post FB nhưng bù lại nước sốt ngon, đậm vị, cơm nóng hổi, có xíu cơm.cháy dòm dòm dưới đáy ăn cực kì ngon",0,0,0,0,0,1,2,0,0,0,0,0
bạch tuột nóng hổi + muối ớt xanh => the best couple. :D,0,0,0,0,0,1,1,0,0,0,0,0
"Báh khọt ở đây nhìn hơi nhiều dầu mỡ, nhưng mà vậy mới ngon, lúc nào cũng thấy đầy ắp chảo, vậy nè",0,0,0,0,0,1,1,0,0,0,0,0
"Bán cá ở đây ăn rất đúng chất bún cá Hải Phòng. Nước dùng rất ngon, miếng cá tẩm ướp đậm đà. Bát bún đầy đặn ăn vào là no căng luôn @@ Ở đây còn có bún, miến cá trộn ăn chua chua ngọt ngọt rất lạ miệng. Ăn 1 bát bún trộn cũng không bh lo đói vì rất đầy chứ không in ít như quán khác ^^ Điểm cộng tiếp theo đó là quán rất sạch sẽ, phục vụ tốt, giá cả rất hợp lý .",1,0,0,0,0,1,1,0,0,0,1,1
"Bạn chồng dắt đến đây ăn toàn những hôm tuột mood thê thảm, ăn xong ""lên"" hẳn 👍 lần đầu ăn bún gạo xào, hôm này ăn nui xào và sữa chua dẻo cacao, ngon ơi là ngonnnnnn 🤗🤗🤗",0,0,0,0,0,1,1,0,0,0,0,0
bạn m thích còn m bình thường:)),0,0,0,0,0,3,0,0,0,0,0,0
"Bạn mình bảo muốn ăn bún chả chính gốc hà nội phải vào đây. Đây là bánh tôm, tôm được chiên vàng giòn, và tôm tươi nhé ăn thích lắm. Chiên kèm với tôm là khoai tây, chiên rất giòn và tạo thầy một tảng để con tôm chinha giữa kkk. Món này bình thường dầu mỡ lắm nhưng chỗ này thì ko có vấn đề đó xảy ra. Giá ở đây tương đối mềm , đi 2 người tầm 100k là ăn no cành luôn. Không gian quán rất hà nội, ấm áp lắm ^^☺️",1,0,0,0,0,1,1,0,0,0,1,0
"Bạn mình người Huế mà khó tánh thành ra chỉ ăn được những chỗ làm đúng vị như ở ngoài đó. Đây là một trong những chỗ nó dẫn mình đi ăn. Thấy ngon và vị khác hẵn những chỗ bún bò Huế mình đã ăn trước đây. Không gian cũng độc đáo, khác biệt. Dù chưa đi Huế lần nào, nhưng cũng cảm nhận được phần nào vị món ăn Huế khi ăn ở đây ^^",1,0,0,0,0,1,0,0,1,0,0,0
"Bạn nào đến Long nướng Chú Tèo là phải ăn món bánh hỏi lòng heo nhá 1 đĩa to ụ 25k thôi nước mắm pha ngọt vừa cuốn miếng lòng vào rau và bánh hỏi chấm vào nước mắm phải nói là ngon cực :3. Còn đĩa cam cam kia là lòng nướng 40k, nhiều lắm nhá đã vậy rau còn cho cực đầy đủ tha hồ nướng, mình thích ăn đậu bắp nên kêu thêm đậu bắp trộn với nướng ướp của đĩa lòng bỏ lên nướng thơm lừng. Cay cay thơm thơm mặn mặn ăn mùa lạnh là hết xảy :3. Còn đĩa kia là ba rọi Nhật ướp gia vị không hạp mình lắm. Quán có rất nhiều món ngon mà giá rất phải chăng mấy bạn sinh viên muốn ăn nhậu giá rẻ thì nên lên đây thử :3.",0,0,0,0,1,1,1,0,1,0,1,0
"Bạn nào trót nghiện món nem nướng Nha Trang trứ danh ăn kèm mắm nếp vàng “thần thánh” hãy đến với MR. NEM - Đặc Sản Nem Nướng Nha Trang để thưởng thức hương vị chánh chủ với một mức giả cực kỳ bình dân nông thôn là 35k/phần tự cuốn và 20k cho một tô bún, bánh hỏi đặc biệt gồm đầy đủ thịt nướng,nem nướng + chả giò và còn được miễn phí trà đá, rau, bún thêm... tại  số 400, Cây Trâm, P8, Gò Vấp hoặc order để được giao hàng miễn phí, nhanh chóng :)",0,1,0,0,1,0,0,0,1,0,1,1
Bán ở đầu ngõ 69 hàng bên phải nạ!!! Có đủ các loại bún miến nuôn,0,0,0,0,0,0,1,0,0,0,0,0
"Bạn ở khu vực Chùa Láng? Bạn muốn tìm kiếm 1 mẹt bún đậu ú ụ? Bạn cần nơi ăn uống sạch sẽ? Đây là câu trả lời cho bạn, dồi và chả cốm ở đây so với những nơi mình vẫn ăn như ngõ Phan Huy Ích hay Hàng Khay thì phải nói ở đây đã đạt 1 le vờ mới rồi. Chả cốm thơm và dẻo, dồi bùi tuy nhiên đậu rán k dc giòn lắm, với lại mắm tôm thì k phải mắm chưng nhưng mà cơ bản nếu so sánh với thị trường mắm tôm thủ đô thế này thì quá ổn định. Quán mới mở, đối diện cái ao rau muống trong ngõ 1194, trên là cái chung cư mini dream house. Mở từ tầm trưa đến 8h tối, trà đá FREE nháaa! Suất này của tớ 80k/3 mạng ăn vừa mồm luôn! 1 mẹt đầy đủ riêng cho 1 người thì chỉ 30k thôi nhé! #lozihanoi",1,1,0,0,1,1,0,3,1,3,0,0
Bán rất nhiều đồ ăn nữa nhưng giá cả chỉ từ 20 đến 35 (y),0,0,0,0,1,0,1,0,0,0,0,0
"Bàn tiệc đủ món ăn chay mặn các kiểu. Họp nhóm ngay hôm mình ăn chay, mà mọi người thì ăn mặn, nhớ ra chỗ này quá ư là hợp lý. Đồ ăn chay ngon, giá cũng không quá mắc dù nằm trong phố Tây. Đặc biệt thích Hamburger chay có nhân độc đáo, trộn cùng thì là chiên giòn rất thơm, chả giò cuốn cũng ngon có sốt mayonaise hương tỏi và sốt chấm chay cực ngon.À chỗ này có mấy món sinh tố trái cây tươi cũng rẻ, giá chỉ tầm 20-25k. Mức giá trung bình: 120.000/ 2 người.#anngapmat #dianvoinhom",0,1,1,0,3,1,1,1,1,0,1,0
Bán từ 6h sáng đến 10h từ 14h đến 22h Há cảo - xíu mại ở đây hơi bị ngon ăn một dĩa là no luôn á.... Nước chấm ở đây tự pha + thêm rau ở đây không phải rau râm như những quán khác mà ăn chung vs rau huế vs dấp cá ăn rất lạ miệng...😜😜😄😄😄,0,0,0,0,0,1,1,0,0,3,0,0
"Báng tráng bơ cuộn hành phi, chút đường. Kèm cóc xắt nhỏ sốt nước mắm chua ngọt. Món này đảm bảo ko có trong menu đâu vì mình tự kêu chị chủ quán bán theo ý mình. =)))* béo, ngọt, mặn, chua, cay * #teamkenan #madaanlaphaingonNgoài ra chị Ngọc còn bán nhiều món ngon : bánh tráng hải sản, lắc sate, bánh tráng xoài.....",0,0,0,0,0,1,1,0,0,0,0,0
"Bánh bạch tuột nướng 40k 9 viên cùng hẻm dzí Daichan Ramen :3 nhìn lúc mới mua hấp dzẫn lắm mà ăn trễ 2 tiếng sau nguội rồi mà thấy vẫn ngon lắm, uổng gheee... Có 2 loại là bánh giòn với dẻo (hay sao đoá k nhớ rõ ) >.< lúc tới k có ai nên có phần ăn đúng nhanh, mấy c phục vụ cũng dthuong nữa... 1 viên nhỏ xinh vừa 1 lần ăn, hem bự như bên An Dương Vương nên giá rẻ hơn là đúng rồi （＾∇＾）có dzịp qua đây mua ăn nữa, tời ơi đã :3 #banhbachtuot #banhbachtuotnuong #takoyaki #たこ焼き #sakuranotakoyaki #quan1 #saigon #streetfood #lozisg #lozisaigon #lethanhton",0,0,0,0,1,1,1,0,1,0,0,0
"Bánh bao của Kido cũng trứng cút, nhân thịt đầy đặn, bỏ vào nồi cơm hấp tíc tắc là ăn ngay được :3Ăn no mà hổng ngán. Ăn thay cơm được, lại còn tiện lợi nữa nà <#3",0,0,0,0,0,1,1,0,0,0,0,0
Bánh bao xá xíu ngon nhất Nam Trung Bộ Vào SG qua quận 5 oánh chén đồ Hoa mà mê món này tới nỗi tí nữa là bị muộn chuyến bay hú hú,0,0,0,0,0,1,0,0,0,0,0,0
"bánh bèo 25k/dĩa ở quán bánh canh cua bà Dạng trên đg Nguyễn Thông ngay Kỳ Đồng quẹo phải. Chả ở đây là chả cá tự làm rồi hấp lên, ăn khá lạ. #food #foodpic #foodporn #foodholic #ximuoieat #vietnamfood #instafood #instadaily #instaholic #yummy #delicious #deliciousfood #lozi #lozisaigon #saigon #hochiminhcity #vietnam",0,0,0,0,3,1,1,1,0,0,0,0
"Bánh bèo ăn khá ngon, hơi ngán, nước mắm cũng được thôi. Quán khá rộng và thoải mái, phục vụ khá nhanh nhẹn. Mỗi chén bánh bèo giá từ 3-5k nhé Trung bình 2 bạn khoảng 100k.",1,0,0,0,3,3,0,0,0,0,0,1
"Bánh bèo ăn quá sức bình thường không có gì đặc sắc hết, 1 dĩa thậ[ cẩm gồm bánh bèo, đúc, nậm, lọc, ướt, ít trần, nem với chả, giá hình như 30k hay 35k gì đó.  nước mắm cũng bình thường, mấy loại bánh thì mình thấy bánh bột lọc ăn ngon nhất, nem cũng khá ngon, còn lại đều thường.  Nhân viên phục vụ cũng không thân thiện gì cho mấy, giá khá cao.",0,0,0,0,2,3,1,0,0,0,0,2
"Bánh bèo chén mời gọi đeeeee. Bột bánh mềm, mịn. Ko dầy như bánh bèo miền Nam. Bánh bẻo huế ăn cả mâm cũng được nha. Da heo giòn rụm. Tôm khô cháy ngon, có mỡ hành hấp dẫ n nữa. Nước mắm ở đây siu ngon, ớt cay lắm nha, cẩn thận.",0,0,0,0,0,1,1,0,0,0,0,0
"Bánh bèo chén siêu ngon luôn, khu chợ này toàn đồ ngon ko luôn.Chén bánh bèo đầy, ở trên là sốt thịt bằm, mặn mặn ăn rất ngon, nước mắm pha rất vừa miệng nhé.2 người no nê tầm 80k nha.@Bùi Chí Thành",0,0,0,0,3,1,1,0,0,0,0,0
"Bánh bèo còn nóng hổi .. 2k5/chén. Quán đồ ăn Quảng Ngãi này ngoài món ăn ngon, dịch vụ tốt : trên bàn nào cũng có 1 chai dd rửa tay diệt khuẩn.. >_< 2 năm rồi vẫn k thay đổi",0,0,0,0,3,1,0,0,0,0,0,1
"Bánh bèo mềm, vừa ăn, nướng mắm cũng ngon nữa, ăn mà ghiền luôn. Ở đây còn phục vụ bánh đúc với bánh bột lọc nữa ăn cũng ngon lắm.Nhân viên ở đây nữ là chính, phục vụ thân thiện lắm. Quán xá cũng rộng rãi ngồi thoải mái.Một chén giá từ 3-5k nhé, 2 bạn đi ăn trung bình chi khoảng gần 100k thôi là cũng no lắm rồi đó.Credit: @Phan Jet",1,0,0,0,1,1,0,0,0,0,0,1
"Bánh bèo nhỏ như cái chung uống trà vậy áh, bột bánh béo ngậy do có nước cốt dừa lúc làm, bên trên là một ít đậu xanh ăn bùi bùi không bị ngọt. Bánh bèo ăn với nước mắm ngọt ngọt và bột tôm chà và chả. Một dĩa được 1 cây chả loại chả hay ăn bún bò vậy áh. Có bánh mì chiên giòn giả làm tóp mỡ mà chiên hơi bị khét nên ăn mất ngon đi một chút. Không gian quán tuy không sang trọng nhưng ngồi thoải mái và thoáng mát",1,0,0,0,0,3,1,0,0,0,0,0
"Bánh bèo, đổ bằng bột gạo, ăn kèm nước sốt thịt rất đặc biệt và ngon tuyệt.",0,0,0,0,0,1,1,0,0,0,0,0
"Bánh bột lọc chánh gốc Phan Thiết 100.000 1 hộp nửa kí với nhân tôm thịt rim đậm đà.Hành lá được xắt nhỏ để khi tiếp xúc với dầu của bánh là sẽ chính ngay, hành phi giòn giòn. Ăn ko hết có thể bảo quan tủ lạnh 4,5 ngày , trước khi ăn lấy ra hấp lại vẫn ngon như thường nha",0,0,0,0,3,1,1,0,0,0,0,0
"Bánh bự, ngon, nhiều mùi.",0,0,0,0,0,1,1,0,0,0,0,0
"Bánh burger với miếng thịt siêu đã ăn kèm với salad tươi ơi là tươi. Ăn kèm thêm với lát phô mai mỏng nhưng béo ngậy. Fan thích ăn béo thì cứ thêm 5k . miếng nha, một phần no căng luôn ấy.",0,0,0,0,0,1,1,0,0,0,0,0
"Bánh căn nay là loại khổ nhỏ, nhỏ nhưng có võ đấy. Bột bánh mềm, dẻo. Vỏ ngoài có một lớp giòn rụm. Nhân bên trên thì đủ loại tùy mình yêu cầu. Bữa mình ăn nhân chà bông, đậu phộng, thơm, béo vừa miệng lắm. Rau dưa các thứ cũng nhiều và tươi. Nước chấm hơi ngọt, cay. Một dĩa vậy tầm 60 - 70k, khá mắc. Không gian sạch sẽ, thoáng mát.",1,0,0,0,2,1,1,0,0,0,0,0
"Bánh căn ngon, mực ăn khá là tươi, chấm nước chấm ăn với rau thì ngon phải biết. Quán khá thoáng, khi mình ko biết nên chấm nước chấm như thế nào thì nhân viên howngs dẫn rất tận tình. Trung bình 2 bạn ăn khoảng 100k là no ứ hự luôn.",1,0,0,0,3,1,0,0,0,0,0,1
"Bánh canh 40 năm tuổi ở 48 Ngô Đức Kế. 1 tô gồm nửa con cua+tôm+chả cá là 50k. Tôm, cua tươi, chắc thịt *tuỳ hôm* Sợi bánh canh dai, dẻo vì có pha bột năng. Nước dùng sệt, hơi ngọt. Nước mắm đầy ớt nhưng k cay vì tui thuộc dạng ăn cay k đc, mà chấm ăn ngon lành. Có cả gỏi cuốn 8k/cái. Bán từ 7h sâng đến 19h tối. #food #foodholic #foodpicture #ximuoieat #lozi #lozisaigon #saigonfood #vietnamfood #yummy #delicious #deliciousfood #lunch #dinner",0,0,0,0,3,1,1,3,1,3,0,0
"Bánh canh bột gạo cắt. Đầu hẻm 246 XVNT, 30k cho tô đầy đủ vậy. Ai khen ngon chứ tui thấy bình thường, ăn cũng được. #food #foodholic #foodpicture #yummy #delicious #deliciousfood #dinner #lunch #ximuoieat #instafood #instaholic #lozi #saigonfood #vietnamfood #hochiminhcity #vietnam",0,0,0,0,3,3,0,3,0,0,0,0
bánh canh cá thu ngon lành cành đào. :D,0,0,0,0,0,1,0,0,0,0,0,0
"Bánh canh chả cá được rắc mấy cọng hẹ nhỏ xíu, thơm hơn hẹ mình ăn ở Sài Gòn, nói chung khá là ngon.",0,0,0,0,0,1,0,0,0,0,0,0
"Bánh canh chỗ này theo mình rất khác, nước dùng đậm đà, cọng bánh canh giống giống cọng mì quảng á, hải sản tươi mà đặc biệt là nó trong cái tô to đùng thế kia luôn ăn ná thở 🙄",0,0,0,0,0,1,1,0,0,0,0,0
"Bánh canh có nước dùng ngon, vừa ăn, beo béo, thêm chút chanh là hết sảy. Chả cá, chả cua miếng nào miếng nấy to đùng, dai, thơm ăn rất đã. Cọng bánh canh lạ, ăn giống udon. Ghẹ và tôm tích tươi, ăn không bay mùi. Ghẹ hơi ốp một tí. Quán nhỏ, có bàn ghế thấp, ngồi mỏi đít. Nhân viên phục vụ nhanh, hơi ồn ào phía sau bếp. Giữ xe miễn phí. Anh giữ xe rất nhiệt tình.",2,0,0,0,0,1,1,0,0,1,0,1
"Bánh canh cua gia truyền 79 Vĩnh viễn,q.10 chỉ 28k/ tô nước dùng chỉ nấu bằng cua. Còn cái miếng cua kia thật ra là chả cua đấy k phải nửa con cua đâu 😂😂 kế bên có hũ nước mắm me cho bạn nào thích ăn chua chua như mình. Bạn nào ở khu q.10 này thì khỏi giới thiệu cũng biết chổ này nổi tiếng rồi nói ra xấu hổ chứ mình học ở khu này nhưng cũng k biết T_T nên bị con bạn nói ""đồ nhà quê""",0,0,0,0,1,0,1,3,1,0,0,0
"Bánh canh cua ngon , nước sệt sệt , nước chấm muối ớt xanh ngon ❤️Giá hơi cao 😂",0,0,0,0,2,1,0,0,0,0,0,0
"Bánh canh cua tô đầy đủ như này là 50k. Gồm tôm, thịt heo, thịt cua, gạch cua, chả cua. Bánh canh thì ít mà đồ ăn thì nhiều :)) Hơi mặn 1 tẹo, nhớ ăn chung với quẩy nha. Bánh canh 320 Võ Văn Tần. #food #foodholic #foodpicture #yummy #delicious #deliciousfood #ximuoieat #instafood #instadaily #instaholic #saigon #saigonfood #vietnam #vietnamfood",0,0,0,0,3,1,1,3,0,0,0,0
"Bánh canh cua với sợi bánh canh dai mềm thấm vị, nước bánh canh sền sệt đậm đà. Tô bánh canh vừa có quẩy vừa có tôm, trứng cút và còn có thịt cua siêu nhiều nhé.",0,0,0,0,0,1,1,0,0,0,0,0
"Bánh canh đủ thứ  món "" như cũ "" của mình nè  trong này đúng thập cẩm luôn, tổng hợp các loại đồ ăn có trong những tô trên và........ hơn cả vậy luôn . Có 2 loại nha, nước trong với nước đỏ  mà mình khoái ăn với nước đỏ hơn",0,0,0,0,0,1,1,0,0,0,0,0
"Bánh canh Gà Ta được hầm từ xương và cây mía lau, nước soup ngọt đậm Đà, đậm chất miền Nam. Mời mọi người ghé DaraFoodie 42 TẠ QUANG BỬU, P2, Q8Hotline: 0#938668599",0,0,0,0,0,1,0,3,0,0,0,0
"Bánh canh ghẹ nguyên con. Bánh canh ghẹ miếng. Bánh canh ghẹ rỉa. Ngoài ghẹ ra thì có kèm thêm chả cua, huyết và trứng cút nữa. Nước lèo là nước hầm từ xương, cộng thêm nước sốt từ  gạch ghẹ và thịt tôm nguyên chất. Mọi người hãy đến ăn thử, đảm bảo thơm ngon và chất lượng. Yên tâm vì tiền nào của nấy nhé!",0,0,0,0,3,1,1,0,0,0,0,0
"Bánh canh ghẹ ở đây ngon, nước ngọt thanh, ko ngọt và ngấy như loại sệt và nhiều gia vị nha. SỢi bánh canh ngon, ăn9 kèm còn có huyết và rua muống nữa. Ghẹ chặt sẵn, thịt tươi, ngon và chắc thịt nhè.2 người tầm 100k nha.@Tiên NG",0,0,0,0,3,1,1,0,0,0,0,0
"Bánh canh ghẹ Út Hạnh ở 21 Hoàng Cầu, nước sốt khá đậm vị, đặc biệt là vị ghẹ ^^, 55k/1 bát thường, 80k/1 bát đặc biệt. Mình mới thử bát thường ở đây, thấy rất ngon và vừa miệng, nhân viên phục vụ nhiệt tình, quán có không gian khá thoáng. Bên ngoài cổng có con ghẹ bằng sứ hay gì đó k rõ to đùng chào đón :))). Cá nhân mình thấy rất ưng quán này ;)",1,0,0,0,3,1,0,3,1,0,0,1
